thread_subject,username,page_name
 Error reports ,Vladimir Alexiev,PropertytalkP1014.json
 Link ,Marsupium,PropertytalkP1014.json
 Link ,Zolo,PropertytalkP1014.json
 Link ,Vladimir Alexiev,PropertytalkP1014.json
 Concept record type only!? ,Marsupium,PropertytalkP1014.json
 Concept record type only!? ,Vladimir Alexiev,PropertytalkP1014.json
 instance of ,Vladimir Alexiev,PropertytalkP1014.json
 Incomplete proposal ,Kolja21,PropertytalkP1015.json
 Formatter URL ,Danmichaelo,PropertytalkP1015.json
 Formatter URL ,Jeblad,PropertytalkP1015.json
 Discrepancy between the 2 regex constraints ,Tom.Reding,PropertytalkP1015.json
 RDF formatter URI ,Lucas Werkmeister (WMDE),PropertytalkP1015.json
 label ,Zolo,PropertytalkP101.json
 field of profession (P425) ,Superm401,PropertytalkP101.json
 Qualifier ,Viscontino,PropertytalkP101.json
 Qualifier ,Conny,PropertytalkP101.json
 Specificity ,Zolo,PropertytalkP101.json
 Specificity ,Fnielsen,PropertytalkP101.json
 Specificity ,Alexmar983,PropertytalkP101.json
 Extend the domain of application of this property to processes ,TomT0m,PropertytalkP101.json
 Extend the domain of application of this property to processes ,Ain92,PropertytalkP101.json
 Person reference removed ,GZWDer,PropertytalkP101.json
 Person reference removed ,Fnielsen,PropertytalkP101.json
 needs cleanup ,Srittau,PropertytalkP101.json
 Use for programming package  ,Fnielsen,PropertytalkP101.json
 Values about sports  ,D1gggg,PropertytalkP101.json
 Use only for people ,Malore,PropertytalkP101.json
" Constraint extension to instances, not only subclasses ",Rohieb,PropertytalkP101.json
" Constraint extension to instances, not only subclasses ",Ghouston,PropertytalkP101.json
 Books and journals ? ,Zolo,PropertytalkP101.json
 Use on classes ,Daask,PropertytalkP101.json
 Use on classes ,Ghouston,PropertytalkP101.json
 Use on classes ,SM5POR,PropertytalkP101.json
 WMFhorse (cow) definition_number ,לערי ריינהארט,PropertytalkP1025.json
 WMFhorse (cow) definition_number ,Kolja21,PropertytalkP1025.json
 WMFhorse (cow) definition_number ,I18n,PropertytalkP1025.json
 Generalizing to other types of theses? ,Pintoch,PropertytalkP1026.json
 Generalizing to other types of theses? ,Samat,PropertytalkP1026.json
 Generalizing to other types of theses? ,ChristianKl,PropertytalkP1026.json
 Generalizing to other types of theses? ,Paucabot,PropertytalkP1026.json
 Generalizing to other types of theses? ,Amadalvarez,PropertytalkP1026.json
 Broadening the scope to include other thesis ,ChristianKl,PropertytalkP1026.json
 Broadening the scope to include other thesis ,Nomen ad hoc,PropertytalkP1026.json
 Broadening the scope to include other thesis ,Hsarrazin,PropertytalkP1026.json
 Broadening the scope to include other thesis ,Trilotat,PropertytalkP1026.json
 Broadening the scope to include other thesis ,Amadalvarez,PropertytalkP1026.json
 Broadening the scope to include other thesis ,Jura1,PropertytalkP1026.json
 Another try to broaden the scope to include other thesis ,Emu,PropertytalkP1026.json
 Another try to broaden the scope to include other thesis ,Amadalvarez,PropertytalkP1026.json
 Another try to broaden the scope to include other thesis ,UWashPrincipalCataloger,PropertytalkP1026.json
 Another try to broaden the scope to include other thesis ,Tinker Bell,PropertytalkP1026.json
 English label change ,Sweet kate,PropertytalkP1027.json
 Qualifier ,YMS,PropertytalkP1027.json
 Qualifier ,Laddo,PropertytalkP1027.json
 reverted qualifier set class: bounty back to class: award ,billinghurst,PropertytalkP1027.json
 Object/subject in descriptions ,Marsupium,PropertytalkP1028.json
 Object/subject in descriptions ,Laddo,PropertytalkP1028.json
 Single value is wrong ,Justus Nussbaum,PropertytalkP1028.json
 Single value is wrong ,Ruthbrarian,PropertytalkP1028.json
 This property makes no sense without more data ,SilentSpike,PropertytalkP1028.json
 Cosmos and  ship (watercraft) ,AKA MBG,PropertytalkP1029.json
 Cosmos and  ship (watercraft) ,Kam Solusar,PropertytalkP1029.json
 Cosmos and  ship (watercraft) ,Pmt,PropertytalkP1029.json
 Cosmos and  ship (watercraft) ,Ghouston,PropertytalkP1029.json
 Currently? ,Viscontino,PropertytalkP102.json
 Currently? ,Stevenliuyi,PropertytalkP102.json
 A Note on Usage ,Wylve,PropertytalkP102.json
 A Note on Usage ,Jura1,PropertytalkP102.json
 Use as member of parliamentary group ,Dipsacus fullonum,PropertytalkP102.json
 Start time ,Richard Arthur Norton (1958- ),PropertytalkP102.json
 Start time ,IagoQnsi,PropertytalkP102.json
 Start time ,Jura1,PropertytalkP102.json
 Outher bound on membership of parties ,Jeblad,PropertytalkP102.json
 Members registration number ,Bahnmoeller,PropertytalkP102.json
" rename in English as simply ""political party""? ",Oravrattas,PropertytalkP102.json
" rename in English as simply ""political party""? ",Jura1,PropertytalkP102.json
" rename in English as simply ""political party""? ",Dipsacus fullonum,PropertytalkP102.json
 Allowing {{P|P2598}} as qualifier ,EugeneZelenko,PropertytalkP102.json
 According the proper handbook [https://msi.nga.mil/MSISiteContent/StaticFiles/NAV_PUBS/NIMA_LOL/Pub112/UpdatedPub112bk.pdf] ,49.145.128.113,PropertytalkP1030.json
 According the proper handbook [https://msi.nga.mil/MSISiteContent/StaticFiles/NAV_PUBS/NIMA_LOL/Pub112/UpdatedPub112bk.pdf] ,Jura1,PropertytalkP1030.json
 According the proper handbook [https://msi.nga.mil/MSISiteContent/StaticFiles/NAV_PUBS/NIMA_LOL/Pub112/UpdatedPub112bk.pdf] ,Esquilo,PropertytalkP1030.json
" ""FI"" instead of ""Fl"" ",Jura1,PropertytalkP1030.json
" ""FI"" instead of ""Fl"" ",Esquilo,PropertytalkP1030.json
" Autofix for missing ""W"" (white) ",Jura1,PropertytalkP1030.json
 Scope ,Arctic.gnome,PropertytalkP1031.json
 Scope ,Micru,PropertytalkP1031.json
 Legal citation for UK legislation ,OwenBlacker,PropertytalkP1031.json
 Distinct values issue ,Htonl,PropertytalkP1031.json
 should we use this for required elements in soil? ,D1gggg,PropertytalkP1034.json
 Worthless property ,D1gggg,PropertytalkP1034.json
 Worthless property ,Brya,PropertytalkP1034.json
 Worthless property ,Infovarius,PropertytalkP1034.json
 Honorific suffixes ,Pigsonthewing,PropertytalkP1035.json
 Honorific suffixes ,Laddo,PropertytalkP1035.json
 Renaming this property ,Laddo,PropertytalkP1035.json
 Renaming this property ,Nemo_bis,PropertytalkP1035.json
 Renaming this property ,billinghurst,PropertytalkP1035.json
 GND and DDC ,Kolja21,PropertytalkP1036.json
 GND and DDC ,Gymel,PropertytalkP1036.json
 [http://d-nb.info/gnd/4056685-7 GND 4056685-7] ,Gymel,PropertytalkP1036.json
 [http://d-nb.info/gnd/4056685-7 GND 4056685-7] ,Kolja21,PropertytalkP1036.json
 constraint reports ,לערי ריינהארט,PropertytalkP1036.json
 constraint report relating to {{Q|4167410}} ,לערי ריינהארט,PropertytalkP1036.json
 formatter URL ,Vladimir Alexiev,PropertytalkP1036.json
 service is down ,Vladimir Alexiev,PropertytalkP1036.json
 service is down ,Hiplibrarianship,PropertytalkP1036.json
 Edition qualifier ,JakobVoss,PropertytalkP1036.json
 http://dewey.info/ ,Conny,PropertytalkP1036.json
 http://dewey.info/ ,JakobVoss,PropertytalkP1036.json
 http://dewey.info/ ,Nemo_bis,PropertytalkP1036.json
 Deprecated statements ,Nikki,PropertytalkP1036.json
 Deprecated statements ,Lankiveil,PropertytalkP1036.json
 No url access ,İncelemeelemani,PropertytalkP1036.json
 Distinct value constraint and conversion to external-id datatype ,Jura1,PropertytalkP1036.json
 Distinct value constraint and conversion to external-id datatype ,Epìdosis,PropertytalkP1036.json
 Distinct value constraint and conversion to external-id datatype ,ArthurPSmith,PropertytalkP1036.json
 wrong properties department ,Oursana,PropertytalkP1037.json
 administrative entities? ,Innocent bystander,PropertytalkP1037.json
 administrative entities? ,Fnielsen,PropertytalkP1037.json
 libellé en français ,Ash Crow,PropertytalkP1038.json
 libellé en français ,Zolo,PropertytalkP1038.json
 Symmetric ?,Jura1,PropertytalkP1038.json
 Which direction? ,Fnielsen,PropertytalkP1039.json
 Which direction? ,billinghurst,PropertytalkP1039.json
 Which direction? ,Jura1,PropertytalkP1039.json
 Which direction? ,Micru,PropertytalkP1039.json
" Proposal for simplification: consistency, gender-neutrality and age-neutrality ",Robin van der Vliet,PropertytalkP1039.json
 nephew/niece in Chinese/Japanese ,Stevenliuyi,PropertytalkP1039.json
 nephew/niece in Chinese/Japanese ,Jura1,PropertytalkP1039.json
 Großvater / Großmutter väterlicherseits/mütterlicherseits ,Bahnmoeller,PropertytalkP1039.json
 Großvater / Großmutter väterlicherseits/mütterlicherseits ,Jura1,PropertytalkP1039.json
 Großvater / Großmutter väterlicherseits/mütterlicherseits ,GerardM,PropertytalkP1039.json
 Großvater / Großmutter väterlicherseits/mütterlicherseits ,Andreasmperu,PropertytalkP1039.json
 Grandson - Granddaughter - in German both are Enkel ,Bahnmoeller,PropertytalkP1039.json
 Sister ,GerardM,PropertytalkP1039.json
 Wanted: Source or infobox parameter ,Mange01,PropertytalkP103.json
 Extension ,Snipre,PropertytalkP103.json
 Extension ,Infovarius,PropertytalkP103.json
 Rename to language and merge with [[P:P364]] ,Zolo,PropertytalkP103.json
 Rename to language and merge with [[P:P364]] ,Kolja21,PropertytalkP103.json
 Rename to language and merge with [[P:P364]] ,Giftzwerg 88,PropertytalkP103.json
 Removal of the single value constraint ,Agabi10,PropertytalkP103.json
 Removal of the single value constraint ,Jura1,PropertytalkP103.json
 Why is this a base separated property? ,billinghurst,PropertytalkP103.json
 Why is this a base separated property? ,Jura1,PropertytalkP103.json
 Extension from person to people ,Infovarius,PropertytalkP103.json
 This should be merged with Q36870 ,Xabier Armendaritz,PropertytalkP103.json
 This should be merged with Q36870 ,Infovarius,PropertytalkP103.json
 Single values constraint ,Emu,PropertytalkP103.json
 Extension to audio/podcasts? ,Jean-Frédéric,PropertytalkP1040.json
 Extension to audio/podcasts? ,Jura1,PropertytalkP1040.json
 Extension to audio/podcasts? ,2le2im-bdc,PropertytalkP1040.json
 English and French description ,Zuphilip,PropertytalkP1042.json
 English and French description ,Kolja21,PropertytalkP1042.json
 New Formatter URL ,Strakhov,PropertytalkP1042.json
 Single value constrain ,Jnauber,PropertytalkP1042.json
 Find ID ,Pablo Busatto,PropertytalkP1043.json
 Broadening scope ,Evolution and evolvability,PropertytalkP1046.json
 Regex change ,Dcheney,PropertytalkP1047.json
 Contraints ,Amqui,PropertytalkP1047.json
 not only male humans ,Looperz,PropertytalkP1047.json
 Beeing a Bishop is not just an occupation ,Looperz,PropertytalkP1047.json
 Beeing a Bishop is not just an occupation ,Epìdosis,PropertytalkP1047.json
 catld# ,ShiehJ,PropertytalkP1048.json
 Scope ,Infovarius,PropertytalkP1049.json
 Deity of a temple ,Secretlondon,PropertytalkP1049.json
 What property to use for {{Q|Q662860}} and other drugs? ,D1gggg,PropertytalkP1050.json
"Not necessarily a ""problem""",Bluerasberry,PropertytalkP1050.json
 Clinical Trial ,Mahdimoqri,PropertytalkP1050.json
 Mix'n'match ,Matěj Suchánek,PropertytalkP1051.json
 Error 404 ,Sauri-Arabier,PropertytalkP1051.json
 Error 404 ,Mormegil,PropertytalkP1051.json
 Error 404 ,Infovarius,PropertytalkP1051.json
 A couple of questions about this property ,Klortho,PropertytalkP1055.json
 A couple of questions about this property ,Hahc21,PropertytalkP1055.json
 Change in formatter URL ,Hazmat2,PropertytalkP1055.json
 Change in formatter URL ,Rehua,PropertytalkP1055.json
 Change in formatter URL ,Charles Matthews,PropertytalkP1055.json
 NLM new catalog 2021 ,Pullen255,PropertytalkP1055.json
 Limit to materials or expand to all products? ,Danrok,PropertytalkP1056.json
 Limit to materials or expand to all products? ,Izno,PropertytalkP1056.json
 Limit to materials or expand to all products? ,Infovarius,PropertytalkP1056.json
 Limit to materials or expand to all products? ,Haplology,PropertytalkP1056.json
 Limit to materials or expand to all products? ,D1gggg,PropertytalkP1056.json
 Expanding this property for the domains of biology and medicine ,Sebotic,PropertytalkP1056.json
 Expanding this property for the domains of biology and medicine ,Tobias1984,PropertytalkP1056.json
 Expanding this property for the domains of biology and medicine ,Yair rand,PropertytalkP1056.json
"Why not ""has product""?",Mushroom,PropertytalkP1056.json
 why is subclass of product not valid ,Hannolans,PropertytalkP1056.json
 why is subclass of product not valid ,Neo-Jay,PropertytalkP1056.json
 Crafts ,PKM,PropertytalkP1056.json
 Crafts ,Swpb,PropertytalkP1056.json
 (Open) Standards ,Mcrusoe,PropertytalkP1056.json
 (Open) Standards ,Daask,PropertytalkP1056.json
 Products of brand ,Сидик из ПТУ,PropertytalkP1056.json
 Products of brand ,Yair rand,PropertytalkP1056.json
 {{Q|1183543}} ,H005,PropertytalkP1056.json
 type constraint: {{Q|Q16686022}} and {{Q|Q31464082}} ,Daask,PropertytalkP1056.json
 Replaces P643 ,Laddo,PropertytalkP1057.json
 remove allowed type non-coding RNA ,SCIdude,PropertytalkP1057.json
 remove allowed type non-coding RNA ,Hannes Röst,PropertytalkP1057.json
 Justification ,Fnielsen,PropertytalkP1059.json
 Why presently format violations? ,Fnielsen,PropertytalkP1059.json
 API ,Fnielsen,PropertytalkP1059.json
 extra format ? ,Vladimir Alexiev,PropertytalkP1059.json
 extra format ? ,ArthurPSmith,PropertytalkP1059.json
 extra format ? ,PKM,PropertytalkP1059.json
 extra format ? ,Fnielsen,PropertytalkP1059.json
 extra format ? ,Jura1,PropertytalkP1059.json
 Discussion ,Beta16,PropertytalkP105.json
 Discussion ,Marek Mazurkiewicz,PropertytalkP105.json
 List of values ,Infovarius,PropertytalkP105.json
 List of feasible taxonomic ranks according to [[Q693148|{{label|Q693148}}]] ,FelixReimann,PropertytalkP105.json
 List of feasible taxonomic ranks according to [[Q743780|{{label|Q743780}}]] ,FelixReimann,PropertytalkP105.json
 {{Q|855769}} ,Ivan A. Krestinin,PropertytalkP105.json
 {{Q|855769}} ,Succu,PropertytalkP105.json
 {{Q|855769}} ,Verdy p,PropertytalkP105.json
Ontology,Okkn,PropertytalkP1060.json
How to specify objects of this property,Klortho,PropertytalkP1060.json
 Discussion label change ,Carlos Porto,PropertytalkP1065.json
 Using <code>archive URL</code> under references? ,Sanglahi86,PropertytalkP1065.json
 New property for dead links ,Valerio Bozzolan,PropertytalkP1065.json
 New property for dead links ,Jura1,PropertytalkP1065.json
 Restricted to qualifiers? ,D1gggg,PropertytalkP1065.json
 Which version? ,Juandev,PropertytalkP1065.json
 Change that restricts this property to a few archives ,Jeblad,PropertytalkP1065.json
 Change that restricts this property to a few archives ,Jc86035,PropertytalkP1065.json
 Can someone fix the regex and constraint? ,UWashPrincipalCataloger,PropertytalkP1065.json
 Description ,SPQRobin,PropertytalkP1066.json
 Property Constraints: Startdate for student ,Salgo60,PropertytalkP1066.json
 Property Constraints: Startdate for student ,PKM,PropertytalkP1066.json
 Property Constraints: Startdate for student ,ChristianKl,PropertytalkP1066.json
 Inconsistency about notability ,VIGNERON,PropertytalkP1066.json
 Inconsistency about notability ,Alexander Doria,PropertytalkP1066.json
 Inconsistency about notability ,Jura1,PropertytalkP1066.json
 Invalid property ,Danrok,PropertytalkP1068.json
 Invalid property ,Tobias1984,PropertytalkP1068.json
 Create items? ,ValterVB,PropertytalkP106.json
 Create items? ,Kolja21,PropertytalkP106.json
 Professional sports people ,MSchnitzler2000,PropertytalkP106.json
 Professional sports people ,Kolja21,PropertytalkP106.json
 Professional sports people ,Stryn,PropertytalkP106.json
 Professional sports people ,ValterVB,PropertytalkP106.json
 Professional sports people ,Köllner,PropertytalkP106.json
 Professional sports people ,Hsarrazin,PropertytalkP106.json
 Field of work as qualifier ,Viscontino,PropertytalkP106.json
" ""Saint"" and ""Hermit"" ? ",Longbow4u,PropertytalkP106.json
 Journalist ,LauraHale,PropertytalkP106.json
 Violations ,Nemo_bis,PropertytalkP106.json
 Constraint still valid? ,Ivan A. Krestinin,PropertytalkP106.json
 Constraint still valid? ,Bthfan,PropertytalkP106.json
" Masculine, feminine gender for slovenian language ",Pinky sl,PropertytalkP106.json
" Masculine, feminine gender for slovenian language ",Ivan A. Krestinin,PropertytalkP106.json
" Masculine, feminine gender for slovenian language ",Jura1,PropertytalkP106.json
" Masculine, feminine gender for slovenian language ",Hsarrazin,PropertytalkP106.json
 Occupation is the subjects dayjob ,Jeblad,PropertytalkP106.json
 Occupation is the subjects dayjob ,Fjjulien,PropertytalkP106.json
 Occupation is the subjects dayjob ,Urjanhai,PropertytalkP106.json
 Use of {{Q|Q20956728}} as value ,Jura1,PropertytalkP106.json
 Use of {{Q|Q20956728}} as value ,Yair rand,PropertytalkP106.json
 [[Q42297530|Keynote Speaker]] Occupation ,Dprophitjr,PropertytalkP106.json
 Definition of fi:ammatti? ,Urjanhai,PropertytalkP106.json
 How to handle precision? ,Marsupium,PropertytalkP106.json
 Hobbies? ,Loominade,PropertytalkP106.json
 Hobbies? ,Gymnicus,PropertytalkP106.json
 New template Generic queries for occupations ,PAC2,PropertytalkP106.json
 Note ,Brya,PropertytalkP1070.json
 Manufactured objects ,Zolo,PropertytalkP1071.json
 Manufactured objects ,Esquilo,PropertytalkP1071.json
 Manufactured objects ,Micru,PropertytalkP1071.json
 Manufactured objects ,Revent,PropertytalkP1071.json
 Manufactured objects ,Rodion 4000+,PropertytalkP1071.json
 Propose rename ,Pharos,PropertytalkP1071.json
 Propose rename ,Jane023,PropertytalkP1071.json
 Propose rename ,OlafJanssen,PropertytalkP1071.json
 Propose rename ,Multichill,PropertytalkP1071.json
 Mountain as location of creation ,Leit,PropertytalkP1071.json
 Allow materials ,Sascha,PropertytalkP1071.json
 Devices ,Ghouston,PropertytalkP1073.json
 Devices ,Aluxosm,PropertytalkP1073.json
 Some questions ,Zolo,PropertytalkP1074.json
 Some questions ,Marsupium,PropertytalkP1074.json
 {{P|180}}? ,Infovarius,PropertytalkP1074.json
 [[Property:P1557|physical embodiment of a given concept]] ,Fractaler,PropertytalkP1074.json
 [[Property:P1557|physical embodiment of a given concept]] ,D1gggg,PropertytalkP1074.json
 [[Property:P1557|physical embodiment of a given concept]] ,TomT0m,PropertytalkP1074.json
 Only for classes? ,Loominade,PropertytalkP1074.json
 Only for classes? ,TomT0m,PropertytalkP1074.json
 Only for classes? ,Valentina.Anitnelav,PropertytalkP1074.json
 Only for classes? ,Jahl de Vautban,PropertytalkP1074.json
 external ID? ,Smalyshev (WMF),PropertytalkP1077.json
 external ID? ,MrProperLawAndOrder,PropertytalkP1077.json
 external ID? ,Epìdosis,PropertytalkP1077.json
 external ID? ,ArthurPSmith,PropertytalkP1077.json
 external ID? ,Vladimir Alexiev,PropertytalkP1077.json
 Place ,Viscontino,PropertytalkP107.json
 Place ,Zolo,PropertytalkP107.json
 Place ,Infovarius,PropertytalkP107.json
 Place ,Kolja21,PropertytalkP107.json
 Guideline proposal ,Zolo,PropertytalkP107.json
 Guideline proposal ,Kolja21,PropertytalkP107.json
 Guideline proposal ,Mange01,PropertytalkP107.json
 Two properties ? ,Zolo,PropertytalkP107.json
 Two properties ? ,Kolja21,PropertytalkP107.json
 Two properties ? ,Tom Morris,PropertytalkP107.json
 Two properties ? ,Infovarius,PropertytalkP107.json
 Purpose of 7 main types? ,Mange01,PropertytalkP107.json
 Purpose of 7 main types? ,Zolo,PropertytalkP107.json
 Purpose of 7 main types? ,Avenue,PropertytalkP107.json
 Purpose of 7 main types? ,Kolja21,PropertytalkP107.json
 Purpose of 7 main types? ,Emw,PropertytalkP107.json
Auto-translated table,Mange01,PropertytalkP107.json
Auto-translated table,Kolja21,PropertytalkP107.json
Entity names - and items,Mange01,PropertytalkP107.json
Entity names - and items,Kolja21,PropertytalkP107.json
Entity names - and items,Yurik,PropertytalkP107.json
Entity names - and items,Zolo,PropertytalkP107.json
Entity names - and items,Espeso,PropertytalkP107.json
" ""Classification"" ",Kolja21,PropertytalkP107.json
 Can we avoid ontology jargon? ,Eloquence,PropertytalkP107.json
 Can we avoid ontology jargon? ,Kolja21,PropertytalkP107.json
 Q4630597 : merge to Q1969448 ,Eric-92,PropertytalkP107.json
 Q4630597 : merge to Q1969448 ,ThorstenX1,PropertytalkP107.json
 More types ,JAn Dudík,PropertytalkP107.json
 More types ,ThorstenX1,PropertytalkP107.json
 More types ,Kolja21,PropertytalkP107.json
 More types ,Infovarius,PropertytalkP107.json
 More types ,Espeso,PropertytalkP107.json
 Relevant WMDE blog post by Denny ,Emw,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Tom Morris,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Avenue,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Sarilho1,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Espeso,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Kolja21,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Zolo,PropertytalkP107.json
 Having separate properties for controlled ontologies is silly ,Emw,PropertytalkP107.json
 Fictional character ,Nightwish62,PropertytalkP107.json
 Fictional character ,Espeso,PropertytalkP107.json
 Fictional character ,Kolja21,PropertytalkP107.json
 Fictional character ,Avenue,PropertytalkP107.json
 This property overlaps with 'instance of' (P31) ,Emw,PropertytalkP107.json
 This property overlaps with 'instance of' (P31) ,Tom Morris,PropertytalkP107.json
 This property overlaps with 'instance of' (P31) ,Kolja21,PropertytalkP107.json
 This property overlaps with 'instance of' (P31) ,Espeso,PropertytalkP107.json
 This property overlaps with 'instance of' (P31) ,Snipre,PropertytalkP107.json
 A proposal/idea ,Reaper35,PropertytalkP107.json
 A proposal/idea ,Kolja21,PropertytalkP107.json
 A proposal/idea ,Zolo,PropertytalkP107.json
 A proposal/idea ,Infovarius,PropertytalkP107.json
 Geography of other planets ,Sarilho1,PropertytalkP107.json
 Geography of other planets ,Gloumouth1,PropertytalkP107.json
 Templates and categories ,Magnus Manske,PropertytalkP107.json
 Templates and categories ,Sk!d,PropertytalkP107.json
 Templates and categories ,Izno,PropertytalkP107.json
 Templates and categories ,Infovarius,PropertytalkP107.json
 Proposal regarding P107 and P31 ,Emw,PropertytalkP107.json
 Individual animal - term or person ,Sarilho1,PropertytalkP107.json
 Individual animal - term or person ,Emw,PropertytalkP107.json
 New proposal: Make it a string type and extend it to non-primary types ,Zolo,PropertytalkP107.json
 Botcontrolling ,Sk!d,PropertytalkP107.json
 Botcontrolling ,Kolja21,PropertytalkP107.json
 Botcontrolling ,Infovarius,PropertytalkP107.json
 unknown value and no value ,Sk!d,PropertytalkP107.json
 unknown value and no value ,Kolja21,PropertytalkP107.json
 unknown value and no value ,Zolo,PropertytalkP107.json
 unknown value and no value ,Reaper35,PropertytalkP107.json
 Examples ,Pichpich,PropertytalkP107.json
 Examples ,Sk!d,PropertytalkP107.json
 Examples ,Emw,PropertytalkP107.json
 Examples ,Infovarius,PropertytalkP107.json
 Examples ,Kolja21,PropertytalkP107.json
 [[Q11651459]] ,Sk!d,PropertytalkP107.json
 [[Q11651459]] ,Reaper35,PropertytalkP107.json
 [[Q11651459]] ,Docu,PropertytalkP107.json
 [[Q11651459]] ,Lavallen,PropertytalkP107.json
 [[Q11651459]] ,Kolja21,PropertytalkP107.json
 Multiple main types? ,Jfhutson,PropertytalkP107.json
 Multiple main types? ,Infovarius,PropertytalkP107.json
 Multiple main types? ,Reaper35,PropertytalkP107.json
 Multiple main types? ,Emw,PropertytalkP107.json
 Multiple main types? ,Lavallen,PropertytalkP107.json
 [[P:P107]]=[[Q215627]] (person) based on categories in be/ja/ru/zh Wikipedia ,Docu,PropertytalkP107.json
 [[P:P107]]=[[Q215627]] (person) based on categories in be/ja/ru/zh Wikipedia ,Kolja21,PropertytalkP107.json
 new value ,분당선M,PropertytalkP107.json
 new value ,Izno,PropertytalkP107.json
 GND type of stars ,Ivan A. Krestinin,PropertytalkP107.json
 GND type of stars ,Izno,PropertytalkP107.json
 GND type of stars ,Kolja21,PropertytalkP107.json
 GND type of stars ,Tom Morris,PropertytalkP107.json
 GND type of stars ,Paperoastro,PropertytalkP107.json
 GND type of stars ,Giftzwerg 88,PropertytalkP107.json
 Are accidents events (type v)?,Giftzwerg 88,PropertytalkP107.json
